record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
10744,2qmj4ked61zuc2c2,5/12/25 18:30,3,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,3,1,1,13,1,1,1,0,0,6,,1,0,0,3,2,3,1,2,1,2,2,2,2,,2,1,0,0,0,0,0,0,0,0,,1,0,2,2,2,2,,2,1,0,1,0,0,2,2,5,1,2,1,1,0,0,0,2,2,1,4,1,,1,3,2,2,3,2,1,1,1,1,1,0,0,0,1,0,0,2,2,3,1,2,1,1,0,0,0,2,4,,,,3,1,2,1,2,2,2,2,1,1,2,1,0,1,0,0,0,0,,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,1,2,2,0,1,0,0,0,0,1,0,0,1,3,7,2,3,4,0,0,0,0,0,1,0,1,2,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13202,4,869.64,5,6,5/12/25 18:15,spanish,1.112948
10763,nd8252rftqgjk5vm,5/12/25 19:48,4,1,2,0,1,0,0,0,0,0,13,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,1,1,14,2,1,1,0,0,1,,1,0,0,2,2,2,2,2,2,1,2,2,2,,4,0,0,0,0,0,0,0,0,0,,1,0,2,2,4,2,,2,0,0,0,1,0,2,1,6,2,3,0,0,0,0,1,1,1,3,1,3,,3,3,3,2,3,3,2,2,2,0,0,1,0,0,1,0,0,3,3,4,1,3,0,1,0,0,0,2,3,,,,3,1,2,2,2,4,5,2,2,2,3,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,2,1,2,3,1,1,0,0,1,0,1,0,0,4,3,7,1,4,4,1,0,0,0,0,0,0,1,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7102,4,4252.67,5,6,5/12/25 18:36,spanish,0.9581161
10802,wdjherz960j6svjz,5/12/25 20:47,4,1,2,0,1,0,0,0,0,0,13,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,2,1,1,16,1,1,1,0,0,1,,1,0,0,2,1,2,2,2,2,2,2,2,3,,2,0,0,0,0,0,0,0,0,0,,1,0,2,3,2,2,,2,0,0,0,1,0,3,2,4,1,3,0,0,0,0,1,2,1,4,1,2,,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,3,3,4,2,2,0,1,0,0,0,2,6,,,,3,1,2,2,3,3,3,4,3,2,3,,,,,,,,,,0,1,0,1,0,1,1,0,1,1,0,1,1,0,2,2,1,2,2,0,0,1,0,0,0,0,0,0,1,3,6,1,2,4,0,0,1,0,1,0,0,2,3,,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19255,4,4820.39,5,6,5/12/25 19:25,spanish,0.9581161
10840,fajsgyq4cj0sw2be,5/12/25 20:51,3,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,19,1,1,1,0,0,8,Married a US citizen,1,0,0,2,2,2,2,2,2,3,2,2,2,,2,0,0,0,0,0,0,0,0,1,,1,0,5,5,4,2,,2,0,1,0,0,0,2,1,5,3,3,0,0,0,0,1,2,2,2,3,1,,1,4,4,2,2,3,2,1,2,0,1,1,0,1,0,0,0,4,2,1,2,1,1,0,0,0,0,2,4,,,,4,1,2,1,4,5,5,3,2,1,3,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,5,3,2,3,0,0,0,0,0,1,0,1,4,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,93015,4,1339.42,1,2,5/12/25 20:28,english,0.6850925
10844,e8s5yrupzttcpx6a,5/12/25 21:19,2,1,2,0,1,0,0,0,0,0,13,,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,17,2,1,1,0,0,6,,1,0,0,2,3,2,1,2,1,2,3,2,3,,3,0,0,0,0,0,1,0,0,0,,0,0,4,3,4,2,,2,0,0,0,1,0,2,3,3,2,4,0,1,0,0,0,1,2,3,4,1,,1,5,4,1,2,2,2,2,2,0,0,0,1,0,1,0,0,2,2,1,1,1,0,1,1,0,0,1,1,,,,4,1,2,3,2,2,1,3,1,1,1,1,0,0,1,0,0,0,,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0,,,0,0,0,0,0,1,0,1,0,1,1,4,2,2,2,0,1,0,0,0,0,0,3,3,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27292,4,1797.31,5,6,5/12/25 20:43,spanish,1.053928
11103,pm6zxeauvq52wf6f,5/13/25 11:49,4,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,3,1,3,31,1,1,1,0,0,1,,1,0,0,2,2,2,2,2,1,2,3,2,3,,3,1,1,1,0,0,1,0,1,1,0,,0,3,5,3,2,,2,0,0,0,0,1,3,2,7,2,4,0,0,0,0,1,2,1,1,1,1,,1,2,4,2,2,2,2,2,2,0,0,1,0,1,1,0,0,3,2,2,2,2,1,0,0,0,0,1,4,,,,4,1,2,3,3,4,4,3,3,1,3,,,,,,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,3,2,1,3,0,0,0,0,0,0,0,0,1,,2,7,2,2,1,0,0,0,0,0,0,1,,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10016,5,1228.15,5,6,5/13/25 11:28,spanish,1.487898
11261,b3yyy9drw2ww6zct,5/13/25 18:47,4,1,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,11,2,1,1,0,0,5,,1,0,0,2,1,2,2,2,1,1,2,1,4,,4,1,0,0,0,0,0,0,1,0,,1,0,3,2,2,2,,2,0,0,1,0,0,1,2,3,3,2,0,0,1,0,0,2,3,4,1,3,,2,5,2,1,2,2,2,3,3,0,0,1,0,0,0,0,0,2,3,4,2,3,0,1,0,1,0,4,5,,,,4,1,1,2,2,3,4,3,3,2,3,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,4,0,,,0,1,0,0,0,0,0,0,0,5,2,4,3,3,2,0,1,0,0,0,0,0,2,3,,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32202,4,2270.99,5,6,5/13/25 18:07,spanish,1.053928
34,ra3qybppsvpz9eqt,4/22/25 16:22,6,2,2,0,1,0,0,0,0,0,17,,3,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,31,2,1,1,0,0,1,,1,0,0,2,2,2,3,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,2,3,2,3,,3,0,0,1,0,0,1,1,7,1,5,0,0,0,0,1,1,3,1,1,2,,1,1,4,2,2,2,2,2,2,0,0,0,0,0,0,0,1,4,3,3,3,3,0,0,0,0,1,1,3,,,,3,1,2,1,4,5,5,4,4,1,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,6,1,2,4,1,0,0,0,0,0,0,1,2,2,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33134,1,1691.14,6,6,4/22/25 15:41,spanish,1.088448
64,qfh51wdd7ussy2ze,4/22/25 17:54,4,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,20,2,1,1,0,0,3,,1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,1,,0,0,5,5,2,3,,3,0,0,0,0,1,2,1,7,1,3,0,0,0,0,1,1,4,1,1,3,,3,3,1,2,2,2,3,2,2,1,1,1,1,0,0,0,0,2,2,2,2,3,0,0,0,0,1,4,4,,,,4,1,2,2,1,4,4,4,4,1,3,,,,,,,,,,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,0,,,0,1,0,0,0,0,0,0,0,6,3,6,2,2,2,1,0,0,0,0,0,0,1,3,,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32817,1,2733.18,6,6,4/22/25 17:02,english,0.717716
71,2zjv7kd1f9mdfg8s,4/28/25 16:45,5,1,2,0,1,0,0,0,0,0,21,,3,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,27,1,1,1,0,0,1,,1,0,0,2,2,2,2,1,2,2,2,2,3,,2,0,0,0,0,0,0,1,0,0,0,,0,2,4,2,3,,3,0,0,1,0,0,2,2,5,3,3,0,0,0,0,1,3,3,2,2,3,,2,3,5,2,3,2,2,2,3,0,0,0,1,0,0,0,0,1,2,2,2,2,0,1,0,0,0,2,4,,,,3,3,3,3,2,4,3,3,3,2,3,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,1,2,3,0,0,0,0,0,0,0,0,1,,2,8,2,3,3,0,0,0,1,0,0,0,,2,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60641,1,2209.65,6,6,4/22/25 17:15,spanish,0.9945841
93,whpwt1bus02v0x50,4/30/25 14:38,5,2,2,0,1,0,0,0,0,0,19,,6,3,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,65,2,1,1,0,0,8,born here,1,0,0,3,3,3,3,3,3,3,3,3,4,,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,5,3,,3,0,0,0,0,1,4,4,7,2,5,0,0,0,0,1,3,4,3,3,1,,3,3,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,3,3,3,3,2,0,0,0,0,1,3,1,,,,1,3,4,2,4,5,1,2,2,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,0,0,0,0,0,0,0,0,1,,4,13,1,3,4,1,0,0,0,0,0,0,,2,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85392,1,2043.46,6,6,4/22/25 18:05,english,0.7525595
123,qru0r29e0v2bec6q,4/23/25 13:15,5,2,2,0,1,0,0,0,0,0,13,,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,1,1,50,2,1,1,0,0,1,,1,0,0,1,1,3,3,3,3,1,2,1,4,,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,3,,3,1,0,0,0,0,4,4,2,3,4,0,0,0,0,1,3,3,1,1,3,,3,10,1,2,3,3,3,3,3,0,0,0,1,0,0,0,0,4,5,5,2,4,0,0,0,0,1,3,3,,,,3,3,4,1,5,2,5,1,1,3,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,5,0,0,0,0,1,0,0,0,0,1,3,13,1,3,4,0,0,0,0,0,0,1,1,2,1,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89103,1,2508.09,6,6,4/23/25 12:32,spanish,0.897145
219,spyw36evy8hmrvp3,4/23/25 18:05,6,2,2,0,1,0,0,0,0,0,13,,1,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,32,2,1,1,0,0,1,,1,0,0,2,2,2,2,2,2,1,1,1,2,,1,0,0,0,0,0,0,0,1,1,0,,0,5,5,5,3,,3,0,1,1,0,0,1,1,5,2,4,0,0,0,0,1,1,4,1,1,2,,4,2,1,3,3,3,2,2,2,0,1,0,0,1,0,0,0,3,2,4,2,4,0,0,0,1,0,6,3,,,,3,2,2,2,1,4,4,1,1,3,3,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,,,0,0,0,0,0,0,0,0,1,,1,2,2,3,4,1,0,0,0,0,0,0,,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,60804,1,1792.13,6,6,4/23/25 17:33,spanish,1.451264
224,pm9zztkas8s61bf7,4/23/25 18:46,6,2,2,0,1,0,0,0,0,0,13,,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,1,1,1,61,2,1,1,0,0,6,,1,0,0,3,3,3,2,3,3,3,3,3,1,,2,0,0,0,0,0,0,0,0,0,,0,1,3,3,3,3,,3,0,0,1,0,0,1,4,3,1,5,0,0,0,0,1,3,4,5,5,3,,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,0,1,3,3,3,3,5,0,0,0,0,1,6,3,,,,1,3,4,5,5,4,4,3,4,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,10,2,4,3,0,0,0,0,0,0,1,1,2,2,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98247,1,2777.71,6,6,4/23/25 18:00,spanish,1.233574
326,hrke38xeypcqj56w,4/24/25 16:13,6,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,56,1,1,1,0,0,3,,1,0,0,2,2,2,3,3,3,3,3,2,3,,2,0,0,0,0,0,0,0,0,0,0,,1,4,3,3,3,,3,0,0,0,0,1,1,1,7,1,4,0,0,0,0,1,3,3,5,5,2,,3,2,5,2,2,2,2,2,2,0,0,0,0,0,1,0,0,2,3,3,3,3,0,0,0,0,1,6,4,,,,2,2,2,5,4,4,3,4,2,3,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,1,0,0,0,0,0,0,0,0,1,,3,13,1,2,4,0,0,0,0,0,0,1,,2,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92805,1,2413.26,6,6,4/24/25 15:33,spanish,1.523827
410,ag7zx1e2sgfb2n62,4/25/25 14:50,5,1,2,0,1,0,0,0,0,0,9,,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,4,2,2,3,1,1,1,0,0,4,,1,0,0,2,2,1,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,1,0,,0,5,5,3,3,,3,0,0,0,1,0,1,1,7,2,4,0,0,0,0,1,1,1,4,3,2,,4,1,3,3,2,2,2,2,2,0,1,0,0,0,0,0,0,4,2,3,3,4,0,0,0,0,1,5,3,,,,3,2,1,2,3,3,3,2,3,3,3,,,,,,,,,,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,4,0,,,0,0,0,0,0,0,0,0,1,,2,1,2,4,1,0,0,0,0,1,0,0,,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10452,1,1722.19,6,6,4/25/25 14:21,spanish,0.9548007
411,19hdevttna0dfbap,4/26/25 13:19,5,1,2,0,1,0,0,0,0,0,13,,1,22,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,41,2,1,1,0,0,3,,1,0,0,3,2,3,3,3,2,3,3,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,3,,3,0,0,1,0,0,1,1,7,1,5,0,0,0,0,1,2,2,5,5,2,,1,1,4,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,5,3,3,5,0,0,0,0,1,6,4,,,,5,1,4,1,5,5,4,4,4,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,1,0,0,0,0,0,0,0,0,6,1,12,1,4,4,1,0,0,0,0,0,0,1,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2724,1,183.68,6,6,4/25/25 14:28,english,0.9581161
421,pereza8q5yz2hpdb,4/25/25 15:45,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,40,2,1,1,0,0,6,,1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,,0,1,3,4,3,3,,3,0,0,0,0,1,4,2,4,3,5,0,0,0,0,1,3,2,5,1,2,,1,4,3,2,1,2,2,2,2,0,0,0,0,0,1,1,0,3,1,1,1,5,0,0,0,0,1,6,9,,,,3,2,1,1,4,5,2,4,3,1,3,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3,3,2,2,0,0,0,0,0,0,0,0,1,,3,10,1,1,2,0,0,0,0,0,0,1,1,2,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94109,1,2179.32,6,6,4/25/25 15:08,english,0.7316523
701,666yyvm8knm9s708,4/27/25 15:41,2,1,2,0,1,0,0,0,0,0,1,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,6,3,2,14,2,1,1,0,0,1,,1,0,0,2,2,3,3,2,2,2,2,2,2,,2,0,0,0,0,0,1,0,0,1,0,,0,5,4,5,3,,3,0,0,0,1,0,2,1,6,2,3,0,0,0,0,1,3,1,1,1,2,,1,3,4,1,2,2,2,2,2,0,0,1,0,0,0,1,0,4,2,2,2,2,0,1,0,0,0,5,1,,,,2,1,2,3,4,4,5,4,4,2,3,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,0,0,0,0,0,0,0,0,1,,3,10,1,2,2,1,0,0,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19104,9,658.56,5,6,4/27/25 15:30,english,0.9041674
732,7ekzm2qztzcywcrc,4/27/25 16:32,5,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,2,1,6,46,2,1,1,0,0,1,,1,0,0,3,2,2,2,3,3,1,2,2,4,,1,0,0,0,0,0,0,0,0,1,0,,0,3,3,2,3,,3,1,0,0,0,0,4,1,7,1,4,0,0,0,0,1,3,3,1,1,2,,4,2,4,2,1,1,1,1,1,0,1,1,0,0,1,0,0,3,3,2,3,2,0,0,0,0,1,4,3,,,,1,2,1,1,1,4,4,4,4,3,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,,,0,0,0,0,0,0,0,0,1,,3,13,2,2,3,0,0,0,0,1,0,0,,2,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11217,9,778.59,1,2,4/27/25 16:19,spanish,1.487898
794,kk0hxpj1x29k1dk2,4/28/25 8:08,3,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,6,3,2,26,1,1,1,0,0,6,,1,0,0,2,2,2,2,2,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,,1,3,2,2,3,,3,0,0,0,1,0,1,1,5,2,2,0,0,0,0,1,3,3,2,5,2,,2,2,4,2,2,2,1,2,2,0,1,0,0,0,1,1,0,2,3,3,3,3,0,0,1,0,0,3,3,,,,2,3,3,3,3,4,3,3,3,1,3,,,,,,,,,,0,0,1,1,0,1,1,0,0,1,1,0,1,1,3,2,3,2,2,0,0,0,0,0,0,0,0,1,,3,11,1,3,3,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77007,9,47644.27,5,6,4/27/25 18:52,english,0.9211329
829,mgm7vv9x4yywbekp,4/27/25 20:17,4,2,2,1,1,0,0,0,0,0,7,,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,5,2,2,10,1,1,1,0,0,4,,1,0,0,2,2,2,2,3,2,3,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,3,,3,0,0,0,0,1,4,2,1,1,4,0,0,0,0,1,3,3,5,5,2,,2,10,4,3,3,3,3,1,3,0,0,0,0,0,0,0,1,3,3,3,3,5,0,0,0,0,1,5,3,,,,2,3,4,1,4,5,5,4,2,1,3,,,,,,,,,,1,1,1,1,1,0,1,0,0,1,1,1,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,1,,1,5,2,3,4,0,0,0,0,1,0,0,,3,,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75211,9,897.11,1,1,4/27/25 20:02,spanish,0.7224572
852,pn4y95p2c05qev0a,4/27/25 21:13,4,2,2,0,1,0,0,0,0,0,13,,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,6,3,2,7,1,1,1,0,0,1,,1,0,0,2,2,2,2,2,1,1,2,1,4,,2,0,0,0,0,0,0,1,0,1,0,,0,4,3,4,3,,3,0,0,0,0,1,2,1,4,1,4,0,0,0,0,1,3,3,2,2,3,,1,7,2,2,3,3,2,3,2,0,0,0,1,1,0,0,0,4,3,3,1,3,0,0,0,0,1,2,4,,,,4,2,2,2,2,5,5,1,1,2,3,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,3,1,2,1,0,0,0,0,0,0,0,0,1,3,9,1,1,1,1,0,0,0,0,0,0,,2,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89147,9,1636.82,5,6,4/27/25 20:46,spanish,0.9595133
901,t1d0bazk4m3m1963,4/27/25 23:31,2,1,2,0,1,0,0,0,0,0,17,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,5,2,1,30,2,1,1,0,0,6,,1,0,0,3,3,2,3,3,3,3,2,2,3,,1,0,0,0,0,0,0,0,1,1,,0,0,5,5,5,3,,3,0,0,0,0,1,3,3,1,3,3,0,0,0,0,1,3,4,5,2,3,,3,3,2,2,3,3,3,2,3,0,1,0,0,1,0,0,0,4,1,3,2,3,0,0,0,0,1,4,3,,,,3,1,1,1,3,3,4,3,3,1,3,,,,,,,,,,0,1,0,0,1,0,0,1,0,0,1,1,1,0,3,2,0,,,1,0,0,0,0,0,0,0,0,1,3,2,4,4,4,1,0,0,0,0,0,0,1,3,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7055,9,724.97,3,2,4/27/25 23:18,english,0.6148338
